physical_sample_id,scanner,feature,feature_label,role,expected_direction,baseline,clean,clean_minus_baseline
BCG3-3,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,44.55683984644326,37.50999642808081,-7.0468434183624495
BCG3-3,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,51.147973064319686,41.617034678755445,-9.530938385564241
BCG3-3,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,42.68436425380985,30.79340506260657,-11.890959191203283
BCG3-3,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,54.53500198442544,43.24680538072646,-11.288196603698985
BCG3-4,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,43.73424379801752,36.47869924857471,-7.25554454944281
BCG3-4,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,49.46741989966534,40.56902934033409,-8.898390559331247
BCG3-4,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,41.8417060469048,29.85163336768537,-11.990072679219427
BCG3-4,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,53.86876101418888,42.28713521113506,-11.581625803053818
BCG3-5,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,46.66178917005515,38.3089838457149,-8.352805324340252
BCG3-5,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,48.5346858120551,40.789472114438944,-7.745213697616158
BCG3-5,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,41.78386784558192,30.642384809773937,-11.141483035807987
BCG3-5,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,52.73693431004591,43.14312731858529,-9.593806991460617
BCG3-6,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,44.03223370044244,36.21706898540174,-7.8151647150407015
BCG3-6,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,49.044584517069566,40.84127513770898,-8.203309379360583
BCG3-6,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,42.53544071517434,30.02150966704468,-12.51393104812966
BCG3-6,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,52.65704257111715,42.77087396177679,-9.88616860934036
BCG3-7,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,44.38465651131283,40.22819176132153,-4.156464749991301
BCG3-7,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,49.73628247404709,40.4447232970649,-9.29155917698219
BCG3-7,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,41.06564321231493,31.21933551982809,-9.846307692486842
BCG3-7,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,51.45848810140564,41.28748296035336,-10.171005141052284
BCG3-8,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,46.4469776446127,38.27216469802624,-8.174812946586464
BCG3-8,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,49.50261437668859,42.41968482674985,-7.08292954993874
BCG3-8,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,44.63176389438238,31.965052255431367,-12.666711638951014
BCG3-8,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,52.95498132463342,43.27880999086432,-9.676171333769105
BCG4-1,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,39.71814242588432,29.187333912508425,-10.530808513375892
BCG4-1,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,52.89122817449625,39.30341404105236,-13.587814133443885
BCG4-1,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,43.79217938433717,28.27718652229581,-15.514992862041357
BCG4-1,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,60.48561782636045,43.08479165135015,-17.4008261750103
BCG4-2,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,39.36937550926484,32.29958955388548,-7.069785955379359
BCG4-2,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,51.069184957528414,40.019072522762286,-11.050112434766127
BCG4-2,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,41.366873363868095,29.660741994529715,-11.70613136933838
BCG4-2,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,58.8707406211729,42.80349243953047,-16.067248181642427
BCG4-3,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,40.51592731803051,34.441406952806425,-6.074520365224089
BCG4-3,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,50.68775315458945,39.020296216850205,-11.667456937739246
BCG4-3,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,44.60399308731588,29.301481272290864,-15.302511815025014
BCG4-3,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,57.99075301579754,40.72224540786362,-17.26850760793392
BCG4-4,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,38.98047493043568,31.766906903803463,-7.21356802663222
BCG4-4,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,52.90573906033207,39.90253948881739,-13.003199571514678
BCG4-4,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,44.6280539648593,28.09564548788061,-16.532408476978688
BCG4-4,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,59.28935660910528,42.68977039797519,-16.599586211130095
BCG4-5,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,38.7811343544162,32.67705915801893,-6.104075196397275
BCG4-5,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,49.12564008300425,40.82461177033392,-8.301028312670333
BCG4-5,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,41.71146586968949,29.57815471495673,-12.133311154732759
BCG4-5,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,58.74370840948076,43.78307849455018,-14.960629914930578
BCG4-6,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,39.8259092661913,29.094123398245223,-10.73178586794608
BCG4-6,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,53.00208823052485,38.78943451552551,-14.212653714999341
BCG4-6,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,46.85453969279745,28.995791143486034,-17.858748549311418
BCG4-6,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,57.5849044239156,40.91960204790099,-16.665302376014616
BCG4-7,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,37.163056721927845,33.46220561687745,-3.700851105050397
BCG4-7,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,49.76191930350206,39.67482895190439,-10.087090351597674
BCG4-7,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,43.9220647179758,30.03044179933812,-13.89162291863768
BCG4-7,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,61.18290608107437,45.67236830004544,-15.51053778102893
BCG4-8,LABscanner,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,39.425392144295,30.87348508666883,-8.551907057626174
BCG4-8,TRIOS3,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,50.35184327316273,41.49288982143453,-8.858953451728198
BCG4-8,TRIOS5,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,43.12096253304193,30.549750909630383,-12.57121162341155
BCG4-8,iTERO,lab_chroma_mean,Mean C*ab (chroma),PRIMARY,decrease,57.86034202697534,45.56663157412203,-12.293710452853311
BCG1-1,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7204625645000102,0.0,-0.7204625645000102
BCG1-1,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6058155327818249,0.0,-0.6058155327818249
BCG1-1,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0001812871386846,0.0001027369113174,-7.855022736719999e-05
BCG1-1,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0362631355160055,0.0027762229933952,-0.033486912522610296
BCG1-2,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.651294369888033,0.0,-0.651294369888033
BCG1-2,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3466529226291535,0.0,-0.3466529226291535
BCG1-2,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0093239144154231,0.0,-0.0093239144154231
BCG1-2,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5247707181748545,0.0,-0.5247707181748545
BCG1-3,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.8453881098163144,0.0014697412063794,-0.843918368609935
BCG1-3,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3447473752593307,0.0,-0.3447473752593307
BCG1-3,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.567202476885232,0.0,-0.567202476885232
BCG1-3,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1431092026104887,0.0,-0.1431092026104887
BCG1-4,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6767374593866392,0.0,-0.6767374593866392
BCG1-4,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3900429875272642,0.0,-0.3900429875272642
BCG1-4,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5205808672274385,0.0,-0.5205808672274385
BCG1-4,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.170170149500289,0.0,-0.170170149500289
BCG1-5,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1940614634536226,0.0,-0.1940614634536226
BCG1-5,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3836742222404394,0.0,-0.3836742222404394
BCG1-5,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5642777496198682,0.0,-0.5642777496198682
BCG1-5,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1194102757671299,0.0,-0.1194102757671299
BCG1-6,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3865715584184631,0.0060399691921034,-0.38053158922635966
BCG1-6,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6516217996213056,0.0,-0.6516217996213056
BCG1-6,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4502744691869497,0.0,-0.4502744691869497
BCG1-6,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0067806729498059,0.0,-0.0067806729498059
BCG1-7,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1603340292275574,0.0,-0.1603340292275574
BCG1-7,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1951309479896717,0.0,-0.1951309479896717
BCG1-7,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3784198626869386,0.0,-0.3784198626869386
BCG1-7,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0098631950573698,0.0,-0.0098631950573698
BCG1-8,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1310171117863425,0.0,-0.1310171117863425
BCG1-8,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9189482244510708,0.0,-0.9189482244510708
BCG1-8,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1639897531817997,0.0,-0.1639897531817997
BCG1-8,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1701773720654592,0.0,-0.1701773720654592
BCG2-1,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6169930968052657,0.0749785519043913,-0.5420145449008744
BCG2-1,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5684564311930389,0.0,-0.5684564311930389
BCG2-1,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1001059432061322,0.0,-0.1001059432061322
BCG2-1,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.2842718446601942,0.0,-0.2842718446601942
BCG2-2,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6377925466851505,0.0016246139034859,-0.6361679327816646
BCG2-2,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5287760284408329,0.0,-0.5287760284408329
BCG2-2,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4390611404681565,0.0,-0.4390611404681565
BCG2-2,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0388919977616116,0.0,-0.0388919977616116
BCG2-3,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4594345667147205,0.0037815042863648,-0.4556530624283557
BCG2-3,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7776367796962763,0.0,-0.7776367796962763
BCG2-3,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4038681026790346,0.0,-0.4038681026790346
BCG2-3,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1036270504551958,0.0,-0.1036270504551958
BCG2-4,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4840593528395209,0.0,-0.4840593528395209
BCG2-4,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4524493207045815,0.0,-0.4524493207045815
BCG2-4,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6567408173823073,0.0,-0.6567408173823073
BCG2-4,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5286224434585002,0.0,-0.5286224434585002
BCG2-5,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5048313981231112,0.0,-0.5048313981231112
BCG2-5,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5418823925579829,0.0,-0.5418823925579829
BCG2-5,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5033260789225147,0.0,-0.5033260789225147
BCG2-5,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.619286439817166,0.0,-0.619286439817166
BCG2-6,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5290526523757779,0.0004779353194201,-0.5285747170563578
BCG2-6,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3136110142906936,0.0,-0.3136110142906936
BCG2-6,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9923512808911296,0.0,-0.9923512808911296
BCG2-6,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3610319721430832,0.0,-0.3610319721430832
BCG2-7,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.586734795315824,0.0,-0.586734795315824
BCG2-7,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.2964551349783496,0.0,-0.2964551349783496
BCG2-7,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7395700604217189,0.0,-0.7395700604217189
BCG2-7,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1289314036068493,0.0,-0.1289314036068493
BCG2-8,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.609739210708516,0.1807847743425374,-0.42895443636597863
BCG2-8,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0985626717395899,0.0,-0.0985626717395899
BCG2-8,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6688501482141747,0.0,-0.6688501482141747
BCG2-8,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.2003323145090155,0.0,-0.2003323145090155
BCG3-1,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3683284101485048,0.0013480294980572,-0.36698038065044764
BCG3-1,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9883254593175852,0.0,-0.9883254593175852
BCG3-1,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.8711376034711544,0.0,-0.8711376034711544
BCG3-1,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.8374544481274835,0.0,-0.8374544481274835
BCG3-2,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.8587869107588975,0.2280548727301562,-0.6307320380287412
BCG3-2,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6635291746447647,0.0,-0.6635291746447647
BCG3-2,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7729034129763558,0.0,-0.7729034129763558
BCG3-2,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.2583055786844296,0.0,-0.2583055786844296
BCG3-3,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5745336061828225,0.0,-0.5745336061828225
BCG3-3,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.8494334188943843,0.0,-0.8494334188943843
BCG3-3,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.8373226403454658,0.0,-0.8373226403454658
BCG3-3,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.2972342066320682,0.0,-0.2972342066320682
BCG3-4,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5278562777553493,0.0,-0.5278562777553493
BCG3-4,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3430011313380643,0.0,-0.3430011313380643
BCG3-4,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6827941299091137,0.0,-0.6827941299091137
BCG3-4,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3875341010849872,0.0,-0.3875341010849872
BCG3-5,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7949880620372786,0.0159811473948947,-0.7790069146423839
BCG3-5,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7002239499704217,0.0,-0.7002239499704217
BCG3-5,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.879923110674662,0.0,-0.879923110674662
BCG3-5,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1097819010416666,0.0,-0.1097819010416666
BCG3-6,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5241849734175945,0.0,-0.5241849734175945
BCG3-6,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1973626465486614,0.0,-0.1973626465486614
BCG3-6,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5721502804354999,0.0,-0.5721502804354999
BCG3-6,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.427331256490135,0.0,-0.427331256490135
BCG3-7,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.574676103646833,0.0208189032475114,-0.5538572003993216
BCG3-7,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3949524476100292,0.0,-0.3949524476100292
BCG3-7,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4790446712397523,0.0,-0.4790446712397523
BCG3-7,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1021644500611823,0.0,-0.1021644500611823
BCG3-8,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7378220611916264,0.0007203457659676,-0.7371017154256588
BCG3-8,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3125606157528734,0.0,-0.3125606157528734
BCG3-8,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7757965013098961,0.0,-0.7757965013098961
BCG3-8,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0800726807210257,0.0,-0.0800726807210257
BCG4-1,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0614597178963239,0.0,-0.0614597178963239
BCG4-1,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9999794162446995,0.0,-0.9999794162446995
BCG4-1,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9826430379746836,0.0,-0.9826430379746836
BCG4-1,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9965771293803352,0.0,-0.9965771293803352
BCG4-2,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.079063666633034,0.0,-0.079063666633034
BCG4-2,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4916932371203222,0.0,-0.4916932371203222
BCG4-2,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6254527494237735,0.0,-0.6254527494237735
BCG4-2,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9543750916057706,0.0,-0.9543750916057706
BCG4-3,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1110095934216537,0.0,-0.1110095934216537
BCG4-3,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5829651349614395,0.0,-0.5829651349614395
BCG4-3,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9851661763785442,0.0,-0.9851661763785442
BCG4-3,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9559492554662604,0.0,-0.9559492554662604
BCG4-4,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0015271216810555,0.0,-0.0015271216810555
BCG4-4,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9905849570412276,0.0,-0.9905849570412276
BCG4-4,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.999414470932664,0.0,-0.999414470932664
BCG4-4,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.970037153929128,0.0,-0.970037153929128
BCG4-5,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.000913427382523,0.0,-0.000913427382523
BCG4-5,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0459656778416481,0.0,-0.0459656778416481
BCG4-5,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6007057047869628,0.0,-0.6007057047869628
BCG4-5,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9662399070345216,0.0,-0.9662399070345216
BCG4-6,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.000518775689373,0.0,-0.000518775689373
BCG4-6,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9457953394123608,0.0,-0.9457953394123608
BCG4-6,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.999851193639591,0.0,-0.999851193639591
BCG4-6,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7479398138657701,0.0,-0.7479398138657701
BCG4-7,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0,0.0,0.0
BCG4-7,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.2480781089414183,0.0,-0.2480781089414183
BCG4-7,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9832198244030524,0.0,-0.9832198244030524
BCG4-7,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9945091818680984,0.0,-0.9945091818680984
BCG4-8,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0004431017119838,0.0,-0.0004431017119838
BCG4-8,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6828522351166786,0.0,-0.6828522351166786
BCG4-8,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9181210036507904,0.0,-0.9181210036507904
BCG4-8,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9537597578461048,0.0,-0.9537597578461048
BCG1-1,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,57.06831035716706,56.66474319121569,-0.4035671659513653
BCG1-1,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.74102454538182,54.2696386472204,5.528614101838578
BCG1-1,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,56.44801307001568,57.25587638711539,0.8078633170997094
BCG1-1,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,45.190043529204765,54.89976073998539,9.709717210780624
BCG1-2,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,54.897914170597055,55.54155994827729,0.6436457776802342
BCG1-2,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,50.59825491418768,53.62251814208919,3.024263227901514
BCG1-2,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,55.42780325392416,56.64418542209659,1.21638216817243
BCG1-2,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,44.15720038157554,56.5278469022366,12.370646520661055
BCG1-3,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,55.26274964304522,55.68156270100653,0.41881305796130874
BCG1-3,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.63940748046059,54.75515220556734,5.115744725106751
BCG1-3,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.563333113462974,58.1775175458986,8.614184432435628
BCG1-3,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.74337633490138,52.35002951441296,5.606653179511582
